OTU_ID	Kingdom_RDP	Kingdom_SINTAX	Kingdom_UTAX	Kingdom_Consensus	Phylum_RDP	Phylum_SINTAX	Phylum_UTAX	Phylum_Consensus	Class_RDP	Class_SINTAX	Class_UTAX	Class_Consensus	Order_RDP	Order_SINTAX	Order_UTAX	Order_Consensus	Family_RDP	Family_SINTAX	Family_UTAX	Family_Consensus	Genus_RDP	Genus_SINTAX	Genus_UTAX	Genus_Consensus	Species_RDP	Species_SINTAX	Species_UTAX	Species_Consensus
OTU97_4709;size=9	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Cantharellales	Cantharellales		Cantharellales	Ceratobasidiaceae	Ceratobasidiaceae		Ceratobasidiaceae								
OTU97_3101;size=25	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota		Sordariomycetes		Sordariomycetes																
OTU97_4156;size=12	Fungi	Fungi	Fungi	Fungi		Basidiomycota		Basidiomycota																				
OTU97_3916;size=13	Fungi	Fungi	Fungi	Fungi																								
OTU97_7160;size=2	Fungi	Fungi	Fungi	Fungi																								
OTU97_580;size=478	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Pleosporaceae	Pleosporaceae		Pleosporaceae		Bipolaris		Bipolaris				
OTU97_985;size=249	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota																				
OTU97_2384;size=67	Fungi	Fungi	Fungi	Fungi																								
OTU97_2668;size=40	Fungi	Fungi	Fungi	Fungi																								
OTU97_437;size=1115	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota		Sordariomycetes		Sordariomycetes																
OTU97_2295;size=48	Fungi	Fungi	Fungi	Fungi																								
OTU97_5879;size=4	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Eurotiomycetes	Eurotiomycetes		Eurotiomycetes		Chaetothyriales		Chaetothyriales		Herpotrichiellaceae		Herpotrichiellaceae								
OTU97_339;size=655	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota																				
OTU97_6604;size=3	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota		Sordariomycetes		Sordariomycetes																
OTU97_910;size=4394	Fungi	Fungi	Fungi	Fungi																								
OTU97_4977;size=21	Fungi	Fungi	Fungi	Fungi		Ascomycota	Ascomycota	Ascomycota		Sordariomycetes		Sordariomycetes																
OTU97_2693;size=34	Fungi	Fungi	Fungi	Fungi																								
OTU97_6906;size=2	Fungi	Fungi	Fungi	Fungi																								
OTU97_2204;size=121	Fungi	Fungi	Fungi	Fungi																								
OTU97_1854;size=311	Fungi	Fungi	Fungi	Fungi																								
OTU97_1450;size=149	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota		Sordariomycetes		Sordariomycetes																
OTU97_1486;size=315	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiales	Helotiales	Chaetomellaceae	Chaetomellaceae		Chaetomellaceae	Chaetomella	Chaetomella		Chaetomella	Chaetomella raphigera 	Chaetomella raphigera 		Chaetomella raphigera 
OTU97_4693;size=9	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Capnodiales	Capnodiales		Capnodiales		Neodevriesiaceae		Neodevriesiaceae								
OTU97_6357;size=3	Fungi	Fungi	Fungi	Fungi																								
OTU97_7177;size=2	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes		Tremellomycetes	Tremellales	Tremellales		Tremellales	Cuniculitremaceae	Cuniculitremaceae		Cuniculitremaceae	Kockovaella	Kockovaella		Kockovaella				
OTU97_1961;size=151	Fungi	Fungi	Fungi	Fungi																								
OTU97_6745;size=3	Fungi	Fungi	Fungi	Fungi		Basidiomycota		Basidiomycota		Agaricomycetes		Agaricomycetes																
OTU97_266;size=1047	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales												
OTU97_2293;size=48	Fungi	Fungi	Fungi	Fungi																								
OTU97_5334;size=6	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota																				
OTU97_5626;size=5	Fungi	Fungi	Fungi	Fungi																								
OTU97_1984;size=89	Fungi	Fungi	Fungi	Fungi		Ascomycota	Ascomycota	Ascomycota		Saccharomycetes	Saccharomycetes	Saccharomycetes		Saccharomycetales	Saccharomycetales	Saccharomycetales		Dipodascaceae	Dipodascaceae	Dipodascaceae								
OTU97_6208;size=4	Fungi	Fungi	Fungi	Fungi																								
OTU97_2941;size=144	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Eurotiales	Eurotiales		Eurotiales	Aspergillaceae	Aspergillaceae		Aspergillaceae	Aspergillus	Aspergillus		Aspergillus				
OTU97_6978;size=2	Fungi	Fungi	Fungi	Fungi																								
OTU97_993;size=551	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Agaricales	Agaricales		Agaricales	Clavariaceae	Clavariaceae		Clavariaceae								
OTU97_4396;size=10	Fungi	Fungi	Fungi	Fungi																								
OTU97_7082;size=2	Fungi	Fungi	Fungi	Fungi																								
OTU97_2412;size=76	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes	Chaetosphaeriales	Chaetosphaeriales		Chaetosphaeriales	Chaetosphaeriaceae	Chaetosphaeriaceae		Chaetosphaeriaceae	Chaetosphaeria	Chaetosphaeria		Chaetosphaeria		Chaetosphaeria vermicularioides 		Chaetosphaeria vermicularioides 
OTU97_2501;size=61	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota																				
OTU97_2563;size=247	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota																				
OTU97_639;size=760	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Pleosporaceae	Pleosporaceae		Pleosporaceae	Curvularia	Curvularia		Curvularia				
OTU97_1044;size=169	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota		Archaeorhizomycetes		Archaeorhizomycetes		Archaeorhizomycetales		Archaeorhizomycetales		Archaeorhizomycetaceae		Archaeorhizomycetaceae		Archaeorhizomyces		Archaeorhizomyces				
OTU97_6895;size=2	Fungi	Fungi	Fungi	Fungi																								
OTU97_5200;size=6	Fungi	Fungi	Fungi	Fungi																								
OTU97_5815;size=8	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota																				
OTU97_5105;size=7	Fungi	Fungi	Fungi	Fungi																								
OTU97_1196;size=142	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota		Dothideomycetes		Dothideomycetes		Capnodiales		Capnodiales												
OTU97_1161;size=146	Fungi	Fungi	Fungi	Fungi																								
OTU97_1427;size=167	Fungi	Fungi	Fungi	Fungi																								
OTU97_3688;size=16	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota		Saccharomycetes		Saccharomycetes		Saccharomycetales		Saccharomycetales		Dipodascaceae		Dipodascaceae								
OTU97_5349;size=10	Fungi	Fungi	Fungi	Fungi																								
OTU97_4495;size=10	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Hymenochaetales	Hymenochaetales		Hymenochaetales	Incertae_sedis			Incertae_sedis	Resinicium			Resinicium	Resinicium bicolor 			Resinicium bicolor 
OTU97_6705;size=3	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota	Pezizomycetes	Pezizomycetes		Pezizomycetes	Pezizales	Pezizales		Pezizales												
OTU97_2672;size=131	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales												
OTU97_404;size=531	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Rhynchogastremataceae	Rhynchogastremataceae		Rhynchogastremataceae	Papiliotrema	Papiliotrema		Papiliotrema		Papiliotrema pseudoalba 		Papiliotrema pseudoalba 
OTU97_5397;size=8	Fungi	Fungi	Fungi	Fungi																								
OTU97_7215;size=2	Fungi	Fungi	Fungi	Fungi																								
OTU97_4095;size=19	Fungi	Fungi	Fungi	Fungi																								
OTU97_1167;size=364	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota																				
OTU97_2923;size=29	Fungi	Fungi	Fungi	Fungi	Ascomycota			Ascomycota																				
OTU97_6124;size=8	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota																				
OTU97_429;size=1203	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetes		Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetales		Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomycetaceae		Archaeorhizomycetaceae	Archaeorhizomyces	Archaeorhizomyces		Archaeorhizomyces				
OTU97_2576;size=154	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Eurotiomycetes	Eurotiomycetes		Eurotiomycetes	Eurotiales	Eurotiales		Eurotiales	Aspergillaceae	Aspergillaceae		Aspergillaceae								
OTU97_3697;size=43	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Polyporales	Polyporales		Polyporales	Meruliaceae	Meruliaceae		Meruliaceae		Phlebiopsis		Phlebiopsis		Phlebiopsis sp 		Phlebiopsis sp 
OTU97_4995;size=7	Fungi	Fungi	Fungi	Fungi																								
OTU97_2914;size=51	Fungi	Fungi	Fungi	Fungi																								
OTU97_5714;size=7	Fungi	Fungi	Fungi	Fungi																								
OTU97_2022;size=124	Fungi	Fungi	Fungi	Fungi																								
OTU97_2001;size=91	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota																				
OTU97_6343;size=3	Fungi	Fungi	Fungi	Fungi																								
OTU97_608;size=615	Fungi	Fungi	Fungi	Fungi																								
OTU97_5887;size=6	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes		Tremellomycetes																
OTU97_1250;size=133	Fungi	Fungi	Fungi	Fungi		Basidiomycota		Basidiomycota																				
OTU97_5528;size=5	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Eurotiomycetes	Eurotiomycetes		Eurotiomycetes	Onygenales	Onygenales		Onygenales	Incertae_sedis			Incertae_sedis	Chrysosporium			Chrysosporium				
OTU97_1813;size=298	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Agaricales	Agaricales		Agaricales												
OTU97_1271;size=181	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota																				
OTU97_157;size=4470	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes		Tremellomycetes	Tremellales	Tremellales		Tremellales	Tremellaceae	Tremellaceae		Tremellaceae	Cryptococcus	Cryptococcus		Cryptococcus	Cryptococcus sp 	Cryptococcus sp 		Cryptococcus sp 
OTU97_5780;size=7	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes		Polyporales		Polyporales												
OTU97_4489;size=14	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Polyporales			Polyporales												
OTU97_5862;size=7	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota																				
OTU97_6180;size=4	Fungi	Fungi	Fungi	Fungi																								
OTU97_5295;size=15	Fungi	Fungi	Fungi	Fungi																								
OTU97_4816;size=21	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes																
OTU97_3215;size=40	Fungi	Fungi	Fungi	Fungi																								
OTU97_6009;size=4	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Eurotiomycetes	Eurotiomycetes		Eurotiomycetes	Chaetothyriales	Chaetothyriales		Chaetothyriales		Herpotrichiellaceae		Herpotrichiellaceae								
OTU97_7223;size=2	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota		Leotiomycetes		Leotiomycetes		Helotiales		Helotiales												
OTU97_2109;size=65	Fungi	Fungi	Fungi	Fungi																								
OTU97_398;size=1226	Fungi	Fungi	Fungi	Fungi																								
OTU97_241;size=2587	Fungi	Fungi	Fungi	Fungi																								
OTU97_5550;size=5	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota	Eurotiomycetes	Eurotiomycetes		Eurotiomycetes		Chaetothyriales		Chaetothyriales												
OTU97_216;size=1319	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes	Hypocreales	Hypocreales		Hypocreales	Incertae_sedis			Incertae_sedis	Sarocladium			Sarocladium				
OTU97_2270;size=79	Fungi	Fungi	Fungi	Fungi																								
OTU97_4212;size=23	Fungi	Fungi	Fungi	Fungi																								
OTU97_7149;size=2	Fungi	Fungi	Fungi	Fungi																								
OTU97_3170;size=27	Fungi	Fungi	Fungi	Fungi																								
OTU97_3252;size=22	Fungi	Fungi	Fungi	Fungi																								
OTU97_3262;size=22	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota		Sordariomycetes		Sordariomycetes																
OTU97_6854;size=2	Fungi	Fungi	Fungi	Fungi																								
OTU97_6070;size=4	Fungi	Fungi	Fungi	Fungi																								
OTU97_6760;size=3	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota		Leotiomycetes		Leotiomycetes		Helotiales		Helotiales												
OTU97_5051;size=14	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes		Auriculariales		Auriculariales												
OTU97_614;size=336	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Agaricales	Agaricales		Agaricales	Psathyrellaceae	Psathyrellaceae		Psathyrellaceae								
OTU97_4833;size=16	Fungi	Fungi	Fungi	Fungi																								
OTU97_6274;size=4	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Capnodiales	Capnodiales		Capnodiales	Mycosphaerellaceae	Mycosphaerellaceae		Mycosphaerellaceae		Ramularia		Ramularia				
OTU97_4936;size=8	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Leotiomycetes	Leotiomycetes		Leotiomycetes	Helotiales	Helotiales		Helotiales												
OTU97_7098;size=2	Fungi	Fungi	Fungi	Fungi																								
OTU97_3939;size=47	Fungi	Fungi	Fungi	Fungi																								
OTU97_2044;size=97	Fungi	Fungi	Fungi	Fungi																								
OTU97_2578;size=48	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota																				
OTU97_3022;size=78	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Agaricales	Agaricales		Agaricales												
OTU97_6533;size=3	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes	Xylariales	Xylariales		Xylariales	Xylariaceae	Xylariaceae		Xylariaceae		Xylaria		Xylaria				
OTU97_108;size=4399	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota	Saccharomycetes			Saccharomycetes	Saccharomycetales			Saccharomycetales	Incertae_sedis			Incertae_sedis	Candida			Candida				
OTU97_997;size=225	Fungi	Fungi	Fungi	Fungi	Glomeromycota	Glomeromycota	Glomeromycota	Glomeromycota	Glomeromycetes	Glomeromycetes	Glomeromycetes	Glomeromycetes	Glomerales	Glomerales	Glomerales	Glomerales	Glomeraceae	Glomeraceae	Glomeraceae	Glomeraceae								
OTU97_1289;size=127	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota																				
OTU97_6729;size=3	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota		Sordariomycetes		Sordariomycetes																
OTU97_882;size=1006	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Leotiomycetes	Leotiomycetes		Leotiomycetes	Helotiales	Helotiales		Helotiales												
OTU97_6013;size=16	Fungi	Fungi	Fungi	Fungi																								
OTU97_5091;size=7	Fungi	Fungi	Fungi	Fungi																								
OTU97_4563;size=31	Fungi	Fungi	Fungi	Fungi																								
OTU97_5723;size=5	Fungi	Fungi	Fungi	Fungi																								
OTU97_6430;size=3	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota		Sordariomycetes		Sordariomycetes																
OTU97_205;size=2658	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes	Sordariales	Sordariales		Sordariales	Cephalothecaceae	Cephalothecaceae		Cephalothecaceae	Cephalotheca	Cephalotheca		Cephalotheca	Cephalotheca sp 	Cephalotheca sp 		Cephalotheca sp 
OTU97_4680;size=9	Fungi	Fungi	Fungi	Fungi																								
OTU97_4869;size=8	Fungi	Fungi	Fungi	Fungi																								
OTU97_3445;size=83	Fungi	Fungi	Fungi	Fungi																								
OTU97_65;size=8494	Fungi	Fungi	Fungi	Fungi																								
OTU97_2052;size=59	Fungi	Fungi	Fungi	Fungi		Mucoromycota		Mucoromycota		Endogonomycetes		Endogonomycetes		Endogonales		Endogonales												
OTU97_1682;size=85	Fungi	Fungi	Fungi	Fungi																								
OTU97_3073;size=26	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes	Xylariales	Xylariales		Xylariales												
OTU97_6152;size=8	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota		Sordariomycetes		Sordariomycetes		Xylariales		Xylariales		Microdochiaceae		Microdochiaceae		Microdochium		Microdochium				
OTU97_2650;size=85	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota		Sordariomycetes		Sordariomycetes																
OTU97_1519;size=239	Fungi	Fungi	Fungi	Fungi		Basidiomycota		Basidiomycota		Agaricomycetes		Agaricomycetes																
OTU97_2511;size=40	Fungi	Fungi	Fungi	Fungi																								
OTU97_4150;size=14	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes		Hymenochaetales		Hymenochaetales												
OTU97_5345;size=8		Fungi	Fungi	Fungi																								
OTU97_4805;size=37	Fungi	Fungi	Fungi	Fungi																								
OTU97_2089;size=68	Fungi	Fungi	Fungi	Fungi																								
OTU97_5461;size=11	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes		Tremellomycetes																
OTU97_5617;size=7	Fungi	Fungi	Fungi	Fungi																								
OTU97_3227;size=95	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Leotiomycetes	Leotiomycetes		Leotiomycetes	Helotiales	Helotiales		Helotiales		Rutstroemiaceae		Rutstroemiaceae		Rutstroemia		Rutstroemia		Rutstroemia firma 		Rutstroemia firma 
OTU97_5382;size=6	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota																				
OTU97_4588;size=12	Fungi	Fungi	Fungi	Fungi																								
OTU97_6783;size=3	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales		Tremellales	Trimorphomycetaceae	Trimorphomycetaceae		Trimorphomycetaceae	Saitozyma	Saitozyma		Saitozyma				
OTU97_6440;size=3	Fungi	Fungi	Fungi	Fungi																								
OTU97_6846;size=2	Fungi	Fungi	Fungi	Fungi																								
OTU97_956;size=232	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota																				
OTU97_874;size=1231	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Xylariales	Xylariales		Xylariales		Microdochiaceae		Microdochiaceae		Microdochium		Microdochium				
OTU97_2103;size=125	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Xylariales	Xylariales		Xylariales												
OTU97_4919;size=8	Fungi	Fungi	Fungi	Fungi	Mortierellomycota	Mortierellomycota	Mortierellomycota	Mortierellomycota	Mortierellomycetes	Mortierellomycetes		Mortierellomycetes	Mortierellales	Mortierellales		Mortierellales	Mortierellaceae	Mortierellaceae		Mortierellaceae		Mortierella		Mortierella				
OTU97_1416;size=257	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes		Xylariales		Xylariales		Hyponectriaceae		Hyponectriaceae		Monographella		Monographella		Monographella nivalis 		Monographella nivalis 
OTU97_6640;size=3	Fungi	Fungi	Fungi	Fungi																								
OTU97_6864;size=2	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota		Sordariomycetes		Sordariomycetes		Hypocreales		Hypocreales												
OTU97_1880;size=136	Fungi	Fungi	Fungi	Fungi	Glomeromycota	Glomeromycota	Glomeromycota	Glomeromycota	Glomeromycetes	Glomeromycetes	Glomeromycetes	Glomeromycetes	Diversisporales	Diversisporales	Diversisporales	Diversisporales	Acaulosporaceae	Acaulosporaceae	Acaulosporaceae	Acaulosporaceae	Acaulospora	Acaulospora	Acaulospora	Acaulospora		Acaulospora lacunosa 		Acaulospora lacunosa 
OTU97_2091;size=70	Fungi	Fungi	Fungi	Fungi																								
OTU97_3944;size=13	Fungi	Fungi	Fungi	Fungi																								
OTU97_4424;size=25	Fungi	Fungi	Fungi	Fungi																								
OTU97_2716;size=37	Fungi	Fungi	Fungi	Fungi																								
OTU97_3297;size=21	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota																				
OTU97_3471;size=108	Fungi	Fungi	Fungi	Fungi																								
OTU97_2599;size=48	Fungi	Fungi	Fungi	Fungi																								
OTU97_2100;size=56	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota																				
OTU97_1099;size=218	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes	Diaporthales	Diaporthales		Diaporthales		Diaporthaceae		Diaporthaceae		Diaporthe		Diaporthe				
OTU97_4411;size=10	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota		Dothideomycetes		Dothideomycetes		Capnodiales		Capnodiales												
OTU97_6694;size=3	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes		Tremellomycetes	Tremellales	Tremellales		Tremellales	Cuniculitremaceae	Cuniculitremaceae		Cuniculitremaceae								
OTU97_2140;size=54	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes		Auriculariales		Auriculariales												
OTU97_1566;size=104	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota		Sordariomycetes		Sordariomycetes		Xylariales		Xylariales		Xylariaceae		Xylariaceae								
OTU97_1042;size=2806	Fungi	Fungi	Fungi	Fungi																								
OTU97_4101;size=17	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales		Pleosporales												
OTU97_3244;size=22	Fungi	Fungi	Fungi	Fungi																								
OTU97_3898;size=13	Fungi	Fungi	Fungi	Fungi																								
OTU97_5471;size=6	Fungi	Fungi	Fungi	Fungi																								
OTU97_2076;size=202	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes																
OTU97_2526;size=42	Fungi	Fungi	Fungi	Fungi																								
OTU97_403;size=754	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota																				
OTU97_4304;size=11	Fungi	Fungi	Fungi	Fungi	Mortierellomycota	Mortierellomycota	Mortierellomycota	Mortierellomycota	Mortierellomycetes	Mortierellomycetes		Mortierellomycetes	Mortierellales	Mortierellales		Mortierellales	Mortierellaceae	Mortierellaceae		Mortierellaceae	Mortierella	Mortierella		Mortierella				
OTU97_1359;size=634	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Agaricales	Agaricales		Agaricales	Pluteaceae	Pluteaceae		Pluteaceae	Pluteus	Pluteus		Pluteus		Pluteus albostipitatus 		Pluteus albostipitatus 
OTU97_5967;size=4	Fungi	Fungi	Fungi	Fungi																								
OTU97_3581;size=44	Fungi	Fungi	Fungi	Fungi																								
OTU97_3914;size=40	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota	Eurotiomycetes	Eurotiomycetes		Eurotiomycetes																
OTU97_2988;size=27	Fungi	Fungi	Fungi	Fungi																								
OTU97_2042;size=60	Fungi	Fungi	Fungi	Fungi		Mortierellomycota	Mortierellomycota	Mortierellomycota																				
OTU97_6617;size=3	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota		Sordariomycetes		Sordariomycetes																
