OTU_ID	Kingdom_RDP	Kingdom_SINTAX	Kingdom_UTAX	Kingdom_Consensus	Phylum_RDP	Phylum_SINTAX	Phylum_UTAX	Phylum_Consensus	Class_RDP	Class_SINTAX	Class_UTAX	Class_Consensus	Order_RDP	Order_SINTAX	Order_UTAX	Order_Consensus	Family_RDP	Family_SINTAX	Family_UTAX	Family_Consensus	Genus_RDP	Genus_SINTAX	Genus_UTAX	Genus_Consensus	Species_RDP	Species_SINTAX	Species_UTAX	Species_Consensus
esv_9086	Fungi	Fungi	Fungi	Fungi		Basidiomycota		Basidiomycota																				
esv_9087	Fungi	Fungi	Fungi	Fungi																								
esv_9084	Fungi	Fungi	Fungi	Fungi																								
esv_9085	Fungi	Fungi	Fungi	Fungi																								
esv_5688	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota																				
esv_5689	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota																				
esv_9080	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota																				
esv_9081	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Saccharomycetes	Saccharomycetes	Saccharomycetes	Saccharomycetes	Saccharomycetales	Saccharomycetales	Saccharomycetales	Saccharomycetales												
esv_5684	Fungi	Fungi	Fungi	Fungi																								
esv_5685	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Polyporales	Polyporales		Polyporales		Coriolaceae		Coriolaceae								
esv_5686	Fungi	Fungi	Fungi	Fungi		Basidiomycota		Basidiomycota		Agaricomycetes		Agaricomycetes																
esv_5687	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Hypocreales	Hypocreales		Hypocreales		Stachybotryaceae		Stachybotryaceae								
esv_5680	Fungi	Fungi	Fungi	Fungi	Glomeromycota	Glomeromycota	Glomeromycota	Glomeromycota																				
esv_5681	Fungi	Fungi	Fungi	Fungi																								
esv_5682	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Agaricales	Agaricales		Agaricales												
esv_5683	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales												
esv_9082	Fungi	Fungi	Fungi	Fungi																								
esv_9083	Fungi	Fungi	Fungi	Fungi																								
esv_1033	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales												
esv_4512	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes	Hypocreales	Hypocreales		Hypocreales	Nectriaceae	Nectriaceae		Nectriaceae								
esv_4511	Fungi	Fungi	Fungi	Fungi																								
esv_1030	Fungi	Fungi	Fungi	Fungi																								
esv_9088	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota																				
esv_1037	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Leotiomycetes	Leotiomycetes		Leotiomycetes	Helotiales	Helotiales		Helotiales	Helotiaceae			Helotiaceae	Tetracladium			Tetracladium				
esv_9089	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota																				
esv_3121	Fungi	Fungi	Fungi	Fungi																								
esv_1036	Fungi	Fungi	Fungi	Fungi	Glomeromycota	Glomeromycota	Glomeromycota	Glomeromycota	Glomeromycetes	Glomeromycetes	Glomeromycetes	Glomeromycetes	Glomerales	Glomerales	Glomerales	Glomerales	Glomeraceae	Glomeraceae		Glomeraceae								
esv_6887	Fungi	Fungi	Fungi	Fungi																								
esv_6886	Fungi	Fungi	Fungi	Fungi																								
esv_6885	Fungi	Fungi	Fungi	Fungi																								
esv_6884	Fungi	Fungi	Fungi	Fungi	Glomeromycota	Glomeromycota	Glomeromycota	Glomeromycota	Glomeromycetes	Glomeromycetes	Glomeromycetes	Glomeromycetes	Glomerales	Glomerales	Glomerales	Glomerales	Glomeraceae	Glomeraceae		Glomeraceae								
esv_6883	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota																				
esv_1743	Fungi	Fungi	Fungi	Fungi																								
esv_8937	Fungi	Fungi	Fungi	Fungi																								
esv_6880	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota																				
esv_8939	Fungi	Fungi	Fungi	Fungi																								
esv_8938	Fungi	Fungi	Fungi	Fungi																								
esv_1034	Fungi	Fungi	Fungi	Fungi																								
esv_1039	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota		Eurotiomycetes		Eurotiomycetes																
esv_1038	Fungi	Fungi	Fungi	Fungi																								
esv_8567	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes	Xylariales	Xylariales		Xylariales	Xylariaceae	Xylariaceae		Xylariaceae	Hypoxylon	Hypoxylon		Hypoxylon				
esv_4760	Fungi	Fungi	Fungi	Fungi																								
esv_4761	Fungi	Fungi	Fungi	Fungi																								
esv_4762	Fungi	Fungi	Fungi	Fungi																								
esv_4763	Fungi	Fungi	Fungi	Fungi																								
esv_4816	Fungi	Fungi	Fungi	Fungi																								
esv_4765	Fungi	Fungi	Fungi	Fungi																								
esv_4766	Fungi	Fungi	Fungi	Fungi																								
esv_4815	Fungi	Fungi	Fungi	Fungi																								
esv_4768	Fungi	Fungi	Fungi	Fungi																								
esv_4818	Fungi	Fungi	Fungi	Fungi																								
esv_4819	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota	Saccharomycetes	Saccharomycetes		Saccharomycetes	Saccharomycetales	Saccharomycetales		Saccharomycetales												
esv_8646	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes	Hypocreales	Hypocreales		Hypocreales		Bionectriaceae		Bionectriaceae		Clonostachys		Clonostachys				
esv_9067	Fungi	Fungi	Fungi	Fungi																								
esv_10469	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Agaricales	Agaricales		Agaricales	Psathyrellaceae	Psathyrellaceae		Psathyrellaceae	Psathyrella	Psathyrella		Psathyrella				
esv_10468	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Capnodiales	Capnodiales		Capnodiales												
esv_9109	Fungi	Fungi	Fungi	Fungi																								
esv_10465	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota		Basidiomycota		Agaricomycetes		Agaricomycetes																
esv_10464	Fungi	Fungi	Fungi	Fungi		Basidiomycota		Basidiomycota																				
esv_10467	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota																				
esv_10466	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leotiomycetes	Helotiales	Helotiales	Helotiales	Helotiales	Chaetomellaceae	Chaetomellaceae		Chaetomellaceae	Pilidium	Pilidium		Pilidium		Pilidium concavum 		Pilidium concavum 
esv_10461	Fungi	Fungi	Fungi	Fungi		Basidiomycota		Basidiomycota																				
esv_10460	Fungi	Fungi	Fungi	Fungi																								
esv_10463	Fungi	Fungi	Fungi	Fungi		Basidiomycota		Basidiomycota																				
esv_10462	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Didymosphaeriaceae	Didymosphaeriaceae		Didymosphaeriaceae	Paraconiothyrium	Paraconiothyrium		Paraconiothyrium	Paraconiothyrium variabile 	Paraconiothyrium variabile 		Paraconiothyrium variabile 
esv_3124	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota																				
esv_7388	Fungi	Fungi	Fungi	Fungi																								
esv_7868	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes		Branch06		Branch06												
esv_7869	Fungi	Fungi	Fungi	Fungi																								
esv_7867	Fungi	Fungi	Fungi	Fungi																								
esv_7864	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes		Xylariales		Xylariales		Incertae_sedis		Incertae_sedis		Asteromella		Asteromella		Asteromella pistaciarum 		Asteromella pistaciarum 
esv_10215	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota																				
esv_7863	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes	Glomerellales	Glomerellales		Glomerellales	Glomerellaceae	Glomerellaceae		Glomerellaceae	Colletotrichum	Colletotrichum		Colletotrichum				
esv_7860	Fungi	Fungi	Fungi	Fungi																								
esv_7861	Fungi	Fungi	Fungi	Fungi																								
esv_10289	Fungi	Fungi	Fungi	Fungi																								
esv_10288	Fungi	Fungi	Fungi	Fungi																								
esv_10281	Fungi	Fungi	Fungi	Fungi																								
esv_10280		Fungi	Fungi	Fungi																								
esv_10283	Fungi	Fungi	Fungi	Fungi																								
esv_10282	Fungi	Fungi	Fungi	Fungi																								
esv_10285	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota		Basidiomycota		Agaricomycetes		Agaricomycetes		Agaricales		Agaricales												
esv_10284	Fungi	Fungi	Fungi	Fungi																								
esv_10287	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Agaricales	Agaricales		Agaricales	Cortinariaceae	Cortinariaceae		Cortinariaceae	Gymnopilus	Gymnopilus		Gymnopilus	Gymnopilus dilepis 	Gymnopilus dilepis 		Gymnopilus dilepis 
esv_10286	Fungi	Fungi	Fungi	Fungi																								
esv_2339	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes		Capnodiales		Capnodiales		Cladosporiaceae		Cladosporiaceae								
esv_2338	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota																				
esv_2331	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales												
esv_2333	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Microbotryomycetes	Microbotryomycetes		Microbotryomycetes		Microbotryales		Microbotryales												
esv_2332	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes	Hypocreales	Hypocreales		Hypocreales	Nectriaceae			Nectriaceae								
esv_2335	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota																				
esv_2334	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota																				
esv_2337	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes	Chaetosphaeriales	Chaetosphaeriales		Chaetosphaeriales	Chaetosphaeriaceae	Chaetosphaeriaceae		Chaetosphaeriaceae	Tainosphaeria	Tainosphaeria		Tainosphaeria	Tainosphaeria sp 	Tainosphaeria sp 		Tainosphaeria sp 
esv_2336	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes	Xylariales	Xylariales		Xylariales		Xylariaceae		Xylariaceae								
esv_2627	Fungi	Fungi	Fungi	Fungi																								
esv_2626	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Auriculariales	Auriculariales		Auriculariales												
esv_2625	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Phaeosphaeriaceae	Phaeosphaeriaceae		Phaeosphaeriaceae	Setophaeosphaeria	Setophaeosphaeria		Setophaeosphaeria	Setophaeosphaeria hemerocallidis 	Setophaeosphaeria hemerocallidis 		Setophaeosphaeria hemerocallidis 
esv_2624	Fungi	Fungi	Fungi	Fungi			Ascomycota	Ascomycota			Sordariomycetes	Sordariomycetes																
esv_2623	Fungi	Fungi	Fungi	Fungi																								
esv_2622	Fungi	Fungi	Fungi	Fungi		Basidiomycota		Basidiomycota		Agaricomycetes		Agaricomycetes																
esv_2621	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Cantharellales	Cantharellales		Cantharellales	Ceratobasidiaceae	Ceratobasidiaceae		Ceratobasidiaceae								
esv_2629	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Agaricales	Agaricales		Agaricales	Psathyrellaceae	Psathyrellaceae		Psathyrellaceae								
esv_2628	Fungi	Fungi	Fungi	Fungi																								
esv_3578	Fungi	Fungi	Fungi	Fungi																								
esv_6059	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes			Sordariomycetes	Sordariales			Sordariales												
esv_6508		Fungi	Fungi	Fungi																								
esv_6509	Fungi	Fungi	Fungi	Fungi	Glomeromycota	Glomeromycota		Glomeromycota	Glomeromycetes	Glomeromycetes		Glomeromycetes		Glomerales		Glomerales		Glomeraceae		Glomeraceae								
esv_6050	Fungi	Fungi	Fungi	Fungi																								
esv_3571	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota		Orbiliomycetes		Orbiliomycetes		Orbiliales		Orbiliales		Orbiliaceae		Orbiliaceae								
esv_3572	Fungi	Fungi	Fungi	Fungi																								
esv_3573	Fungi	Fungi	Fungi	Fungi																								
esv_3574	Fungi	Fungi	Fungi	Fungi																								
esv_3575	Fungi	Fungi	Fungi	Fungi																								
esv_3576	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota																				
esv_6505	Fungi	Fungi	Fungi	Fungi																								
esv_8548	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Saccharomycetes	Saccharomycetes	Saccharomycetes	Saccharomycetes	Saccharomycetales	Saccharomycetales	Saccharomycetales	Saccharomycetales	Metschnikowiaceae	Metschnikowiaceae	Metschnikowiaceae	Metschnikowiaceae	Clavispora	Clavispora	Clavispora	Clavispora	Clavispora lusitaniae 	Clavispora lusitaniae 	Clavispora lusitaniae 	Clavispora lusitaniae 
esv_8549	Fungi	Fungi	Fungi	Fungi																								
esv_7679	Fungi	Fungi	Fungi	Fungi																								
esv_7678	Fungi	Fungi	Fungi	Fungi																								
esv_7673	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota																				
esv_7672	Fungi	Fungi	Fungi	Fungi																								
esv_7671	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota		Sordariomycetes		Sordariomycetes																
esv_7670	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota																				
esv_7677	Fungi	Fungi	Fungi	Fungi																								
esv_7676	Fungi	Fungi	Fungi	Fungi	Rozellomycota	Rozellomycota		Rozellomycota	Incertae_sedis			Incertae_sedis	Gs04			Gs04												
esv_7675	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota		Sordariomycetes		Sordariomycetes																
esv_7674	Fungi	Fungi	Fungi	Fungi																								
esv_9402	Fungi	Fungi	Fungi	Fungi																								
esv_9403	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota		Dothideomycetes		Dothideomycetes		Capnodiales		Capnodiales												
esv_9239	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Hymenochaetales	Hymenochaetales		Hymenochaetales	Incertae_sedis			Incertae_sedis	Resinicium			Resinicium	Resinicium pinicola 			Resinicium pinicola 
esv_9400	Fungi	Fungi	Fungi	Fungi																								
esv_9406	Fungi	Fungi	Fungi	Fungi		Ascomycota	Ascomycota	Ascomycota		Sordariomycetes		Sordariomycetes		Xylariales		Xylariales												
esv_9407	Fungi	Fungi	Fungi	Fungi																								
esv_457	Fungi	Fungi	Fungi	Fungi																								
esv_9404	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Eurotiomycetes	Eurotiomycetes		Eurotiomycetes		Chaetothyriales		Chaetothyriales												
esv_456	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes	Xylariales	Xylariales		Xylariales												
esv_9405	Fungi	Fungi	Fungi	Fungi																								
esv_455	Fungi	Fungi	Fungi	Fungi																								
esv_8931	Fungi	Fungi	Fungi	Fungi																								
esv_454	Fungi	Fungi	Fungi	Fungi	Glomeromycota	Glomeromycota	Glomeromycota	Glomeromycota		Glomeromycetes		Glomeromycetes		Glomerales		Glomerales												
esv_8930	Fungi	Fungi	Fungi	Fungi																								
esv_453	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes		Cystobasidiomycetes	Incertae_sedis			Incertae_sedis	Symmetrosporaceae			Symmetrosporaceae	Symmetrospora			Symmetrospora				
esv_8933	Fungi	Fungi	Fungi	Fungi																								
esv_452	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellales	Tremellales	Tremellales	Tremellales	Trimorphomycetaceae	Trimorphomycetaceae		Trimorphomycetaceae	Saitozyma	Saitozyma		Saitozyma		Saitozyma sp 		Saitozyma sp 
esv_8932	Fungi	Fungi	Fungi	Fungi	Glomeromycota	Glomeromycota	Glomeromycota	Glomeromycota	Glomeromycetes	Glomeromycetes		Glomeromycetes	Diversisporales	Diversisporales		Diversisporales	Diversisporaceae	Diversisporaceae		Diversisporaceae		Diversispora		Diversispora				
esv_103	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota		Dothideomycetes		Dothideomycetes																
esv_8935	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota																				
esv_450	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes	Coniochaetales	Coniochaetales		Coniochaetales	Coniochaetaceae	Coniochaetaceae		Coniochaetaceae		Coniochaeta		Coniochaeta				
esv_6882	Fungi	Fungi	Fungi	Fungi																								
esv_8936	Fungi	Fungi	Fungi	Fungi																								
esv_5757	Fungi	Fungi	Fungi	Fungi																								
esv_5754	Fungi	Fungi	Fungi	Fungi		Glomeromycota		Glomeromycota		Paraglomeromycetes		Paraglomeromycetes		Gs24		Gs24												
esv_5755	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes		Xylariales		Xylariales												
esv_5752	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota		Sordariomycetes		Sordariomycetes																
esv_5753	Fungi	Fungi	Fungi	Fungi																								
esv_9149	Fungi	Fungi	Fungi	Fungi																								
esv_9148	Fungi	Fungi	Fungi	Fungi																								
esv_9419	Fungi	Fungi	Fungi	Fungi																								
esv_5750	Fungi	Fungi	Fungi	Fungi	Glomeromycota	Glomeromycota		Glomeromycota		Paraglomeromycetes		Paraglomeromycetes		Paraglomerales		Paraglomerales												
esv_9143	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota		Dothideomycetes		Dothideomycetes		Capnodiales		Capnodiales												
esv_9142		Fungi	Fungi	Fungi																								
esv_9141	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota		Cystobasidiomycetes		Cystobasidiomycetes		Erythrobasidiales		Erythrobasidiales		Erythrobasidiaceae		Erythrobasidiaceae		Erythrobasidium		Erythrobasidium		Erythrobasidium hasegawianum 		Erythrobasidium hasegawianum 
esv_5751	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Periconiaceae	Periconiaceae		Periconiaceae	Periconia	Periconia		Periconia		Periconia sp 		Periconia sp 
esv_9411	Fungi	Fungi	Fungi	Fungi																								
esv_9146	Fungi	Fungi	Fungi	Fungi																								
esv_9145	Fungi	Fungi	Fungi	Fungi																								
esv_9144	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota																				
esv_5741	Fungi	Fungi	Fungi	Fungi																								
esv_5740	Fungi	Fungi	Fungi	Fungi																								
esv_5743	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota																				
esv_5742	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales		Pleosporales												
esv_5745	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota																				
esv_5744	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota		Sordariomycetes		Sordariomycetes		Xylariales		Xylariales												
esv_5747	Fungi	Fungi	Fungi	Fungi																								
esv_5746	Fungi	Fungi	Fungi	Fungi																								
esv_5749	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota																				
esv_5748	Fungi	Fungi	Fungi	Fungi																								
esv_10072	Fungi	Fungi	Fungi	Fungi																								
esv_10073	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Thelephorales	Thelephorales		Thelephorales	Thelephoraceae	Thelephoraceae		Thelephoraceae								
esv_10070	Fungi	Fungi	Fungi	Fungi																								
esv_10071	Fungi	Fungi	Fungi	Fungi																								
esv_10076	Fungi	Fungi	Fungi	Fungi	Glomeromycota	Glomeromycota	Glomeromycota	Glomeromycota	Glomeromycetes	Glomeromycetes	Glomeromycetes	Glomeromycetes	Glomerales	Glomerales		Glomerales	Glomeraceae	Glomeraceae		Glomeraceae								
esv_10077	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota		Sordariomycetes		Sordariomycetes		Hypocreales		Hypocreales												
esv_10074	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Microbotryomycetes	Microbotryomycetes	Microbotryomycetes	Microbotryomycetes	Sporidiobolales	Sporidiobolales		Sporidiobolales	Sporidiobolaceae	Sporidiobolaceae		Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus		Rhodosporidiobolus		Rhodosporidiobolus sp 		Rhodosporidiobolus sp 
esv_10075	Fungi	Fungi	Fungi	Fungi																								
esv_10078	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Polyporales	Polyporales		Polyporales												
esv_10079	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota		Sordariomycetes		Sordariomycetes																
esv_2432	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Leotiomycetes	Leotiomycetes		Leotiomycetes		Helotiales		Helotiales												
esv_2433	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Glomerellales	Glomerellales		Glomerellales	Plectosphaerellaceae	Plectosphaerellaceae		Plectosphaerellaceae	Plectosphaerella	Plectosphaerella		Plectosphaerella	Plectosphaerella oratosquillae 	Plectosphaerella oratosquillae 		Plectosphaerella oratosquillae 
esv_2430	Fungi	Fungi	Fungi	Fungi																								
esv_2431	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota		Sordariomycetes		Sordariomycetes																
esv_2436	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes																
esv_2437	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes		Tremellomycetes	Tremellales	Tremellales		Tremellales												
esv_2435	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes	Xylariales	Xylariales		Xylariales												
esv_2438	Fungi	Fungi	Fungi	Fungi		Glomeromycota		Glomeromycota																				
esv_2439	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota																				
esv_6128	Fungi	Fungi	Fungi	Fungi	Glomeromycota	Glomeromycota	Glomeromycota	Glomeromycota	Glomeromycetes	Glomeromycetes	Glomeromycetes	Glomeromycetes	Diversisporales	Diversisporales	Diversisporales	Diversisporales	Acaulosporaceae	Acaulosporaceae	Acaulosporaceae	Acaulosporaceae	Acaulospora	Acaulospora	Acaulospora	Acaulospora		Acaulospora mellea 		Acaulospora mellea 
esv_8163	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes																
esv_8160	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes	Diaporthales	Diaporthales		Diaporthales												
esv_8161	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Polyporales	Polyporales		Polyporales												
esv_8166	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes	Glomerellales	Glomerellales		Glomerellales	Plectosphaerellaceae	Plectosphaerellaceae		Plectosphaerellaceae								
esv_8167	Fungi	Fungi	Fungi	Fungi		Basidiomycota		Basidiomycota																				
esv_8164	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes																
