OTU_ID	Kingdom_RDP	Kingdom_SINTAX	Kingdom_UTAX	Kingdom_Consensus	Phylum_RDP	Phylum_SINTAX	Phylum_UTAX	Phylum_Consensus	Class_RDP	Class_SINTAX	Class_UTAX	Class_Consensus	Order_RDP	Order_SINTAX	Order_UTAX	Order_Consensus	Family_RDP	Family_SINTAX	Family_UTAX	Family_Consensus	Genus_RDP	Genus_SINTAX	Genus_UTAX	Genus_Consensus	Species_RDP	Species_SINTAX	Species_UTAX	Species_Consensus
esv_245	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Pezizomycetes	Pezizomycetes		Pezizomycetes	Pezizales	Pezizales		Pezizales												
esv_10107	Fungi	Fungi	Fungi	Fungi																								
esv_9218	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes	Microascales	Microascales		Microascales	Microascaceae	Microascaceae		Microascaceae								
esv_826	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Hypocreales	Hypocreales	Hypocreales	Hypocreales	Clavicipitaceae	Clavicipitaceae		Clavicipitaceae	Metarhizium	Metarhizium		Metarhizium				
esv_827	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Leotiomycetes	Leotiomycetes		Leotiomycetes	Helotiales	Helotiales		Helotiales												
esv_824	Fungi	Fungi	Fungi	Fungi		Basidiomycota		Basidiomycota		Agaricomycetes		Agaricomycetes																
esv_825	Fungi	Fungi	Fungi	Fungi	Glomeromycota	Glomeromycota	Glomeromycota	Glomeromycota	Glomeromycetes	Glomeromycetes		Glomeromycetes	Glomerales	Glomerales		Glomerales	Glomeraceae	Glomeraceae		Glomeraceae								
esv_822	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota																				
esv_823	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes																
esv_820	Fungi	Fungi	Fungi	Fungi																								
esv_821	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota		Eurotiomycetes		Eurotiomycetes		Chaetothyriales		Chaetothyriales												
esv_828	Fungi	Fungi	Fungi	Fungi	Glomeromycota	Glomeromycota	Glomeromycota	Glomeromycota	Glomeromycetes	Glomeromycetes	Glomeromycetes	Glomeromycetes	Gigasporales	Gigasporales	Gigasporales	Gigasporales	Gigasporaceae	Gigasporaceae	Gigasporaceae	Gigasporaceae	Gigaspora	Gigaspora		Gigaspora				
esv_829	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes	Microascales	Microascales		Microascales												
esv_10105	Fungi	Fungi	Fungi	Fungi																								
esv_1091	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota																				
esv_1090	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes		Hypocreales		Hypocreales												
esv_1721	Fungi	Fungi	Fungi	Fungi																								
esv_1092	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota																				
esv_1095	Fungi	Fungi	Fungi	Fungi		Basidiomycota		Basidiomycota		Agaricomycetes		Agaricomycetes																
esv_1094	Fungi	Fungi	Fungi	Fungi																								
esv_1097	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes																
esv_1096	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Leotiomycetes	Leotiomycetes		Leotiomycetes	Helotiales	Helotiales		Helotiales		Helotiaceae		Helotiaceae		Scytalidium		Scytalidium				
esv_1099	Fungi	Fungi	Fungi	Fungi		Basidiomycota		Basidiomycota		Agaricomycetes		Agaricomycetes																
esv_1729	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota		Eurotiomycetes		Eurotiomycetes																
esv_1728	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes																
esv_10054	Fungi	Fungi	Fungi	Fungi																								
esv_10055	Fungi	Fungi	Fungi	Fungi																								
esv_10056	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota		Sordariomycetes		Sordariomycetes																
esv_10057	Fungi	Fungi	Fungi	Fungi																								
esv_7411	Fungi	Fungi	Fungi	Fungi																								
esv_3769	Fungi	Fungi	Fungi	Fungi																								
esv_3768	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota																				
esv_3761	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota																				
esv_3760	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota																				
esv_3763	Fungi	Fungi	Fungi	Fungi																								
esv_3762	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Polyporales	Polyporales		Polyporales												
esv_3764	Fungi	Fungi	Fungi	Fungi																								
esv_3767	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota																				
esv_3766	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota		Eurotiomycetes		Eurotiomycetes		Eurotiales		Eurotiales												
esv_1899	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales		Pleosporales												
esv_1898	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota																				
esv_1891	Fungi	Fungi	Fungi	Fungi	Glomeromycota	Glomeromycota	Glomeromycota	Glomeromycota	Glomeromycetes	Glomeromycetes	Glomeromycetes	Glomeromycetes	Glomerales	Glomerales	Glomerales	Glomerales	Glomeraceae	Glomeraceae		Glomeraceae								
esv_1890	Fungi	Fungi	Fungi	Fungi																								
esv_1893	Fungi	Fungi	Fungi	Fungi																								
esv_1892	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota																				
esv_1895		Fungi	Fungi	Fungi																								
esv_1894	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes	Xylariales	Xylariales		Xylariales	Xylariaceae	Xylariaceae		Xylariaceae		Nemania		Nemania		Nemania bipapillata 		Nemania bipapillata 
esv_1897	Fungi	Fungi	Fungi	Fungi																								
esv_1896	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Agaricales	Agaricales		Agaricales												
esv_1547	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Agaricales	Agaricales		Agaricales												
esv_1546	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota		Dothideomycetes		Dothideomycetes		Capnodiales		Capnodiales												
esv_1545	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales		Pleosporales												
esv_1544	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes																
esv_1543	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota		Sordariomycetes		Sordariomycetes																
esv_1542	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Eurotiomycetes	Eurotiomycetes		Eurotiomycetes	Chaetothyriales	Chaetothyriales		Chaetothyriales	Herpotrichiellaceae	Herpotrichiellaceae		Herpotrichiellaceae								
esv_1541	Fungi	Fungi	Fungi	Fungi																								
esv_1540	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota																				
esv_1549	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota																				
esv_1548	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota																				
esv_3202	Fungi	Fungi	Fungi	Fungi																								
esv_3203	Fungi	Fungi	Fungi	Fungi																								
esv_6320	Fungi	Fungi	Fungi	Fungi																								
esv_3499	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes	Diaporthales	Diaporthales		Diaporthales												
esv_3498	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota																				
esv_3497	Fungi	Fungi	Fungi	Fungi																								
esv_3496	Fungi	Fungi	Fungi	Fungi																								
esv_3495	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota																				
esv_3494	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota		Sordariomycetes		Sordariomycetes		Sordariales		Sordariales												
esv_3493	Fungi	Fungi	Fungi	Fungi																								
esv_6777	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes		Agaricales		Agaricales		Clavariaceae		Clavariaceae		Clavaria		Clavaria				
esv_3491	Fungi	Fungi	Fungi	Fungi																								
esv_3207	Fungi	Fungi	Fungi	Fungi																								
esv_6776	Fungi	Fungi	Fungi	Fungi		Ascomycota	Ascomycota	Ascomycota		Sordariomycetes		Sordariomycetes		Hypocreales		Hypocreales												
esv_10486	Fungi	Fungi	Fungi	Fungi		Basidiomycota		Basidiomycota																				
esv_3756	Fungi	Fungi	Fungi	Fungi																								
esv_6771	Fungi	Fungi	Fungi	Fungi																								
esv_3757	Fungi	Fungi	Fungi	Fungi																								
esv_6770	Fungi	Fungi	Fungi	Fungi																								
esv_6773	Fungi	Fungi	Fungi	Fungi																								
esv_6772	Fungi	Fungi	Fungi	Fungi																								
esv_6328	Fungi	Fungi	Fungi	Fungi		Glomeromycota		Glomeromycota		Glomeromycetes		Glomeromycetes		Glomerales		Glomerales		Glomeraceae		Glomeraceae								
esv_8719	Fungi	Fungi	Fungi	Fungi																								
esv_8718	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Leotiomycetes	Leotiomycetes		Leotiomycetes	Helotiales	Helotiales		Helotiales												
esv_7008	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota																				
esv_7009		Fungi	Fungi	Fungi																								
esv_7004	Fungi	Fungi	Fungi	Fungi		Basidiomycota		Basidiomycota		Agaricomycetes		Agaricomycetes																
esv_7005	Fungi	Fungi	Fungi	Fungi																								
esv_8713	Fungi	Fungi	Fungi	Fungi																								
esv_7007	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota																				
esv_7000	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Agaricales	Agaricales		Agaricales		Agaricaceae		Agaricaceae								
esv_7001	Fungi	Fungi	Fungi	Fungi	Ascomycota			Ascomycota	Sordariomycetes			Sordariomycetes																
esv_7002	Fungi	Fungi	Fungi	Fungi																								
esv_7003	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes		Agaricales		Agaricales												
esv_2018	Fungi	Fungi	Fungi	Fungi																								
esv_2019	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota																				
esv_2010		Fungi	Fungi	Fungi																								
esv_2011	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes	Xylariales	Xylariales		Xylariales	Xylariaceae			Xylariaceae								
esv_2012	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes																
esv_2013	Fungi	Fungi	Fungi	Fungi																								
esv_2014	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Polyporales	Polyporales		Polyporales												
esv_2015	Fungi	Fungi	Fungi	Fungi																								
esv_2016	Fungi	Fungi	Fungi	Fungi																								
esv_2017	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Leotiomycetes	Leotiomycetes		Leotiomycetes	Erysiphales	Erysiphales		Erysiphales	Erysiphaceae	Erysiphaceae		Erysiphaceae		Golovinomyces		Golovinomyces				
esv_5532	Fungi	Fungi	Fungi	Fungi		Basidiomycota		Basidiomycota																				
esv_1143	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota																				
esv_5530	Fungi	Fungi	Fungi	Fungi																								
esv_5531	Fungi	Fungi	Fungi	Fungi																								
esv_5536	Fungi	Fungi	Fungi	Fungi																								
esv_5537	Fungi	Fungi	Fungi	Fungi																								
esv_5534	Fungi	Fungi	Fungi	Fungi																								
esv_4934	Fungi	Fungi	Fungi	Fungi																								
esv_3945	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Eurotiomycetes	Eurotiomycetes		Eurotiomycetes	Eurotiales	Eurotiales		Eurotiales	Trichocomaceae	Trichocomaceae		Trichocomaceae	Talaromyces	Talaromyces		Talaromyces				
esv_3944	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Microbotryomycetes	Microbotryomycetes	Microbotryomycetes	Microbotryomycetes	Sporidiobolales	Sporidiobolales		Sporidiobolales	Sporidiobolaceae	Sporidiobolaceae		Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus		Rhodosporidiobolus		Rhodosporidiobolus sp 		Rhodosporidiobolus sp 
esv_5539	Fungi	Fungi	Fungi	Fungi	Glomeromycota	Glomeromycota	Glomeromycota	Glomeromycota	Glomeromycetes	Glomeromycetes	Glomeromycetes	Glomeromycetes	Diversisporales	Diversisporales	Diversisporales	Diversisporales	Acaulosporaceae	Acaulosporaceae	Acaulosporaceae	Acaulosporaceae	Acaulospora	Acaulospora	Acaulospora	Acaulospora	Acaulospora mellea 	Acaulospora mellea 		Acaulospora mellea 
esv_3941	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes		Tremellomycetes	Tremellales	Tremellales		Tremellales	Tremellaceae	Tremellaceae		Tremellaceae	Cryptococcus	Cryptococcus		Cryptococcus	Cryptococcus sp 	Cryptococcus sp 		Cryptococcus sp 
esv_3940	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota																				
esv_6715	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota		Basidiomycota		Agaricomycetes		Agaricomycetes		Polyporales		Polyporales												
esv_6714	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota																				
esv_4420	Fungi	Fungi	Fungi	Fungi																								
esv_1411	Fungi	Fungi	Fungi	Fungi																								
esv_8052	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota																				
esv_1410	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes	Hypocreales	Hypocreales		Hypocreales		Bionectriaceae		Bionectriaceae								
esv_1145	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Didymosphaeriaceae	Didymosphaeriaceae		Didymosphaeriaceae	Paraphaeosphaeria	Paraphaeosphaeria		Paraphaeosphaeria	Paraphaeosphaeria sp 	Paraphaeosphaeria sp 		Paraphaeosphaeria sp 
esv_1144	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Leotiomycetes	Leotiomycetes		Leotiomycetes	Helotiales	Helotiales		Helotiales												
esv_1149	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota																				
esv_8576	Fungi	Fungi	Fungi	Fungi																								
esv_1419	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes	Glomerellales	Glomerellales		Glomerellales	Glomerellaceae	Glomerellaceae		Glomerellaceae	Colletotrichum	Colletotrichum		Colletotrichum		Colletotrichum gloeosporioides 		Colletotrichum gloeosporioides 
esv_4938	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Eurotiomycetes	Eurotiomycetes		Eurotiomycetes	Eurotiales	Eurotiales		Eurotiales	Aspergillaceae	Aspergillaceae		Aspergillaceae	Aspergillus	Aspergillus		Aspergillus				
esv_228	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Didymellaceae	Didymellaceae		Didymellaceae								
esv_229	Fungi	Fungi	Fungi	Fungi																								
esv_598	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes	Dothideomycetes	Dothideomycetes	Pleosporales	Pleosporales		Pleosporales												
esv_599	Fungi	Fungi	Fungi	Fungi																								
esv_224	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Xylariales	Xylariales		Xylariales	Sporocadaceae	Sporocadaceae		Sporocadaceae								
esv_225	Fungi	Fungi	Fungi	Fungi		Basidiomycota		Basidiomycota		Agaricomycetes		Agaricomycetes																
esv_226	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Saccharomycetes	Saccharomycetes	Saccharomycetes	Saccharomycetes	Saccharomycetales	Saccharomycetales	Saccharomycetales	Saccharomycetales	Lipomycetaceae	Lipomycetaceae		Lipomycetaceae	Lipomyces	Lipomyces		Lipomyces				
esv_227	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes	Hypocreales	Hypocreales		Hypocreales		Nectriaceae		Nectriaceae								
esv_220	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales	Pleosporaceae	Pleosporaceae		Pleosporaceae								
esv_221	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Tremellomycetes	Tremellomycetes	Tremellomycetes	Tremellomycetes	Filobasidiales	Filobasidiales		Filobasidiales	Filobasidiaceae	Filobasidiaceae		Filobasidiaceae	Naganishia	Naganishia		Naganishia		Naganishia albida 		Naganishia albida 
esv_222	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Polyporales	Polyporales		Polyporales												
esv_223	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Agaricales	Agaricales		Agaricales	Psathyrellaceae	Psathyrellaceae		Psathyrellaceae								
esv_10378	Fungi	Fungi	Fungi	Fungi		Basidiomycota		Basidiomycota		Tremellomycetes		Tremellomycetes		Tremellales		Tremellales												
esv_10023	Fungi	Fungi	Fungi	Fungi																								
esv_6843	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota		Sordariomycetes		Sordariomycetes																
esv_6842	Fungi	Fungi	Fungi	Fungi																								
esv_6840	Fungi	Fungi	Fungi	Fungi																								
esv_6847	Fungi	Fungi	Fungi	Fungi																								
esv_6846	Fungi	Fungi	Fungi	Fungi																								
esv_6844	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota																				
esv_8975	Fungi	Fungi	Fungi	Fungi																								
esv_8974	Fungi	Fungi	Fungi	Fungi																								
esv_6849	Fungi	Fungi	Fungi	Fungi																								
esv_6848	Fungi	Fungi	Fungi	Fungi																								
esv_8971	Fungi	Fungi	Fungi	Fungi																								
esv_8970	Fungi	Fungi	Fungi	Fungi																								
esv_8973	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota																				
esv_8972	Fungi	Fungi	Fungi	Fungi																								
esv_4621	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota																				
esv_4620	Fungi	Fungi	Fungi	Fungi																								
esv_4623	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricales	Agaricales		Agaricales	Schizophyllaceae	Schizophyllaceae		Schizophyllaceae	Schizophyllum	Schizophyllum		Schizophyllum				
esv_4622	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Polyporales	Polyporales		Polyporales		Meruliaceae		Meruliaceae		Phlebia		Phlebia		Phlebia brevispora 		Phlebia brevispora 
esv_4625	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota		Pezizomycetes		Pezizomycetes		Pezizales		Pezizales		Pezizaceae		Pezizaceae								
esv_4626	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes		Polyporales		Polyporales												
esv_4629	Fungi	Fungi	Fungi	Fungi																								
esv_4628	Fungi	Fungi	Fungi	Fungi																								
esv_10490	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes	Xylariales	Xylariales		Xylariales		Xylariaceae		Xylariaceae								
esv_10491	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Agaricales	Agaricales		Agaricales	Marasmiaceae	Marasmiaceae		Marasmiaceae	Marasmius	Marasmius		Marasmius				
esv_10492	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Trechisporales	Trechisporales		Trechisporales												
esv_10493	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes		Xylariales		Xylariales		Xylariaceae		Xylariaceae		Hypoxylon		Hypoxylon		Hypoxylon griseobrunneum 		Hypoxylon griseobrunneum 
esv_4728	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes		Xylariales		Xylariales												
esv_4724	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Agaricales	Agaricales		Agaricales												
esv_4725	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Pleosporales	Pleosporales		Pleosporales												
esv_4720	Fungi	Fungi	Fungi	Fungi		Basidiomycota		Basidiomycota																				
esv_4721	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes																
esv_4722	Fungi	Fungi	Fungi	Fungi																								
esv_4723	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes	Hymenochaetales	Hymenochaetales		Hymenochaetales	Hymenochaetaceae	Hymenochaetaceae		Hymenochaetaceae	Phellinus	Phellinus		Phellinus				
esv_9598	Fungi	Fungi	Fungi	Fungi																								
esv_9599	Fungi	Fungi	Fungi	Fungi																								
esv_10496	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Dothideomycetes	Dothideomycetes		Dothideomycetes	Capnodiales	Capnodiales		Capnodiales		Mycosphaerellaceae		Mycosphaerellaceae								
esv_9591	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota																				
esv_9592	Fungi	Fungi	Fungi	Fungi																								
esv_9593	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota																				
esv_9594	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota		Ascomycota		Sordariomycetes		Sordariomycetes																
esv_9595	Fungi	Fungi	Fungi	Fungi																								
esv_9596	Fungi	Fungi	Fungi	Fungi	Mucoromycota	Mucoromycota	Mucoromycota	Mucoromycota	Umbelopsidomycetes	Umbelopsidomycetes		Umbelopsidomycetes	Umbelopsidales	Umbelopsidales		Umbelopsidales	Umbelopsidaceae	Umbelopsidaceae		Umbelopsidaceae	Umbelopsis	Umbelopsis		Umbelopsis				
esv_9597	Fungi	Fungi	Fungi	Fungi																								
esv_10499	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota		Basidiomycota	Agaricomycetes	Agaricomycetes		Agaricomycetes		Agaricales		Agaricales												
esv_8897	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota																				
esv_6187	Fungi	Fungi	Fungi	Fungi	Basidiomycota	Basidiomycota	Basidiomycota	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	Auriculariales	Auriculariales		Auriculariales	Aporpiaceae	Aporpiaceae		Aporpiaceae	Elmerina	Elmerina		Elmerina	Elmerina dimidiata 	Elmerina dimidiata 		Elmerina dimidiata 
esv_1392	Fungi	Fungi	Fungi	Fungi																								
esv_1393	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes		Sordariomycetes	Chaetosphaeriales	Chaetosphaeriales		Chaetosphaeriales	Chaetosphaeriaceae	Chaetosphaeriaceae		Chaetosphaeriaceae	Thozetella	Thozetella		Thozetella				
esv_1390	Fungi	Fungi	Fungi	Fungi		Ascomycota		Ascomycota																				
esv_1391	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes																
esv_1396	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Saccharomycetes	Saccharomycetes		Saccharomycetes	Saccharomycetales	Saccharomycetales		Saccharomycetales												
esv_1397	Fungi	Fungi	Fungi	Fungi																								
esv_1394	Fungi	Fungi	Fungi	Fungi	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Sordariomycetes	Sordariomycetes	Sordariomycetes	Sordariomycetes	Hypocreales	Hypocreales		Hypocreales	Nectriaceae	Nectriaceae		Nectriaceae	Fusarium	Fusarium		Fusarium				
