21.71071,-158.10806
21.70121,-158.10806
21.69171,-158.10806
21.68221,-158.10806
21.67271,-158.10806
21.66321,-158.10806
21.65371,-158.10806
21.64421,-158.10806
21.63471,-158.10806
21.62521,-158.10806
21.61571,-158.10806
21.60621,-158.10806
21.71121,-158.09806
21.70171,-158.09806
21.69221,-158.09806
21.68271,-158.09806
21.67321,-158.09806
21.66371,-158.09806
21.65421,-158.09806
21.64471,-158.09806
21.63521,-158.09806
21.62571,-158.09806
21.61621,-158.09806
21.60671,-158.09806
21.71171,-158.08806
21.70221,-158.08806
21.69271,-158.08806
21.68321,-158.08806
21.67371,-158.08806
21.66421,-158.08806
21.65471,-158.08806
21.64521,-158.08806
21.63571,-158.08806
21.62621,-158.08806
21.61671,-158.08806
21.60721,-158.08806
21.71221,-158.07806
21.70271,-158.07806
21.69321,-158.07806
21.68371,-158.07806
21.67421,-158.07806
21.66471,-158.07806
21.65521,-158.07806
21.64571,-158.07806
21.63621,-158.07806
21.62671,-158.07806
21.61721,-158.07806
21.60771,-158.07806
21.71271,-158.06806
21.70321,-158.06806
21.69371,-158.06806
21.68421,-158.06806
21.67471,-158.06806
21.66521,-158.06806
21.65571,-158.06806
21.64621,-158.06806
21.63671,-158.06806
21.62721,-158.06806
21.61771,-158.06806
21.60821,-158.06806
21.71321,-158.05806
21.70371,-158.05806
21.69421,-158.05806
21.68471,-158.05806
21.67521,-158.05806
21.66571,-158.05806
21.65621,-158.05806
21.64671,-158.05806
21.63721,-158.05806
21.62771,-158.05806
21.61821,-158.05806
21.60871,-158.05806
21.71371,-158.04806
21.70421,-158.04806
21.69471,-158.04806
21.68521,-158.04806
21.67571,-158.04806
21.66621,-158.04806
21.65671,-158.04806
21.64721,-158.04806
21.63771,-158.04806
21.62821,-158.04806
21.61871,-158.04806
21.60921,-158.04806
21.71421,-158.03806
21.70471,-158.03806
21.69521,-158.03806
21.68571,-158.03806
21.67621,-158.03806
21.66671,-158.03806
21.65721,-158.03806
21.64771,-158.03806
21.63821,-158.03806
21.62871,-158.03806
21.61921,-158.03806
21.60971,-158.03806
21.71471,-158.02806
21.70521,-158.02806
21.69571,-158.02806
21.68621,-158.02806
21.67671,-158.02806
21.66721,-158.02806
21.65771,-158.02806
21.64821,-158.02806
21.63871,-158.02806
21.62921,-158.02806
21.61971,-158.02806
21.61021,-158.02806
21.71521,-158.01806
21.70571,-158.01806
21.69621,-158.01806
21.68671,-158.01806
21.67721,-158.01806
21.66771,-158.01806
21.65821,-158.01806
21.64871,-158.01806
21.63921,-158.01806
21.62971,-158.01806
21.62021,-158.01806
21.61071,-158.01806
21.71571,-158.00806
21.70621,-158.00806
21.69671,-158.00806
21.68721,-158.00806
21.67771,-158.00806
21.66821,-158.00806
21.65871,-158.00806
21.64921,-158.00806
21.63971,-158.00806
21.63021,-158.00806
21.62071,-158.00806
21.61121,-158.00806
21.71621,-157.99806
21.70671,-157.99806
21.69721,-157.99806
21.68771,-157.99806
21.67821,-157.99806
21.66871,-157.99806
21.65921,-157.99806
21.64971,-157.99806
21.64021,-157.99806
21.63071,-157.99806
21.62121,-157.99806
21.61171,-157.99806
